state,city,area,weekly_income,working_hours_per_day,orders_per_day,shift_timing,rainfall_intensity,temperature_trend,disruption_frequency,location_risk_score,income_per_hour,activity_level,shift_risk,risk_score
Gujarat,Ahmedabad,Bopal,3845,5,28,night,0.31,0.83,0.34,0.475,109.86,5.6,0.7,0.536
Gujarat,Ahmedabad,Bopal,4159,12,10,night,0.31,0.83,0.34,0.475,49.51,0.83,0.7,0.453
Gujarat,Ahmedabad,Bopal,9040,4,10,afternoon,0.31,0.83,0.34,0.475,322.86,2.5,0.3,0.466
Gujarat,Ahmedabad,Bopal,3036,4,28,afternoon,0.31,0.83,0.34,0.475,108.43,7.0,0.3,0.516
Gujarat,Ahmedabad,Bopal,5627,12,31,afternoon,0.31,0.83,0.34,0.475,66.99,2.58,0.3,0.468
Gujarat,Ahmedabad,Bopal,4710,9,17,afternoon,0.31,0.83,0.34,0.475,74.76,1.89,0.3,0.454
Gujarat,Ahmedabad,Bopal,4517,6,22,night,0.31,0.83,0.34,0.475,107.55,3.67,0.7,0.509
Gujarat,Ahmedabad,Bopal,3419,6,33,afternoon,0.31,0.83,0.34,0.475,81.4,5.5,0.3,0.516
Gujarat,Ahmedabad,Bopal,6113,4,9,evening,0.31,0.83,0.34,0.475,218.32,2.25,0.6,0.476
Gujarat,Ahmedabad,Bopal,4671,9,12,afternoon,0.31,0.83,0.34,0.475,74.14,1.33,0.3,0.443
Gujarat,Ahmedabad,Bopal,9063,9,34,night,0.31,0.83,0.34,0.475,143.86,3.78,0.7,0.512
Gujarat,Ahmedabad,Bopal,5336,5,16,night,0.31,0.83,0.34,0.475,152.46,3.2,0.7,0.5
Gujarat,Ahmedabad,Bopal,9518,9,24,night,0.31,0.83,0.34,0.475,151.08,2.67,0.7,0.489
Gujarat,Ahmedabad,Bopal,4847,9,24,morning,0.31,0.83,0.34,0.475,76.94,2.67,0.2,0.464
Gujarat,Ahmedabad,Bopal,9078,6,19,morning,0.31,0.83,0.34,0.475,216.14,3.17,0.2,0.474
Gujarat,Ahmedabad,Bopal,9202,4,29,evening,0.31,0.83,0.34,0.475,328.64,7.25,0.6,0.531
Gujarat,Ahmedabad,Bopal,6445,5,22,afternoon,0.31,0.83,0.34,0.475,184.14,4.4,0.3,0.504
Gujarat,Ahmedabad,Bopal,7660,8,27,evening,0.31,0.83,0.34,0.475,136.79,3.38,0.6,0.499
Gujarat,Ahmedabad,Bopal,7633,6,35,morning,0.31,0.83,0.34,0.475,181.74,5.83,0.2,0.511
Gujarat,Ahmedabad,Bopal,5318,6,30,afternoon,0.31,0.83,0.34,0.475,126.62,5.0,0.3,0.516
Gujarat,Ahmedabad,Bopal,8339,5,14,night,0.31,0.83,0.34,0.475,238.26,2.8,0.7,0.492
Gujarat,Ahmedabad,Bopal,9226,8,31,evening,0.31,0.83,0.34,0.475,164.75,3.88,0.6,0.509
Gujarat,Ahmedabad,Bopal,6116,8,14,morning,0.31,0.83,0.34,0.475,109.21,1.75,0.2,0.446
Gujarat,Ahmedabad,Bopal,6728,4,15,evening,0.31,0.83,0.34,0.475,240.29,3.75,0.6,0.506
Gujarat,Ahmedabad,Bopal,9045,9,34,morning,0.31,0.83,0.34,0.475,143.57,3.78,0.2,0.487
Gujarat,Ahmedabad,Bopal,3472,12,26,night,0.31,0.83,0.34,0.475,41.33,2.17,0.7,0.479
Gujarat,Ahmedabad,Bopal,6570,7,8,morning,0.31,0.83,0.34,0.475,134.08,1.14,0.2,0.434
Gujarat,Ahmedabad,Bopal,3199,8,33,morning,0.31,0.83,0.34,0.475,57.12,4.12,0.2,0.493
Gujarat,Ahmedabad,Bopal,7461,8,19,morning,0.31,0.83,0.34,0.475,133.23,2.38,0.2,0.459
Gujarat,Ahmedabad,Bopal,3188,9,12,evening,0.31,0.83,0.34,0.475,50.6,1.33,0.6,0.458
Gujarat,Ahmedabad,Bopal,8944,6,20,morning,0.31,0.83,0.34,0.475,212.95,3.33,0.2,0.478
Gujarat,Ahmedabad,Bopal,3920,4,34,morning,0.31,0.83,0.34,0.475,140.0,8.5,0.2,0.511
Gujarat,Ahmedabad,Bopal,5692,5,17,morning,0.31,0.83,0.34,0.475,162.63,3.4,0.2,0.479
Gujarat,Ahmedabad,Bopal,6430,4,32,morning,0.31,0.83,0.34,0.475,229.64,8.0,0.2,0.511
Gujarat,Ahmedabad,Bopal,4193,9,19,morning,0.31,0.83,0.34,0.475,66.56,2.11,0.2,0.453
Gujarat,Ahmedabad,Bopal,7313,10,21,night,0.31,0.83,0.34,0.475,104.47,2.1,0.7,0.478
Gujarat,Ahmedabad,Bopal,8718,8,28,night,0.31,0.83,0.34,0.475,155.68,3.5,0.7,0.506
Gujarat,Ahmedabad,Bopal,3102,5,17,night,0.31,0.83,0.34,0.475,88.63,3.4,0.7,0.504
Gujarat,Ahmedabad,Bopal,3017,7,23,evening,0.31,0.83,0.34,0.475,61.57,3.29,0.6,0.497
Gujarat,Ahmedabad,Bopal,5340,7,20,evening,0.31,0.83,0.34,0.475,108.98,2.86,0.6,0.488
Gujarat,Ahmedabad,Bopal,9110,9,16,afternoon,0.31,0.83,0.34,0.475,144.6,1.78,0.3,0.452
Gujarat,Surat,Adajan,4705,6,14,afternoon,0.66,0.71,0.42,0.603,112.02,2.33,0.3,0.575
Gujarat,Surat,Adajan,6508,7,32,afternoon,0.66,0.71,0.42,0.603,132.82,4.57,0.3,0.62
Gujarat,Surat,Adajan,4775,11,23,night,0.66,0.71,0.42,0.603,62.01,2.09,0.7,0.59
Gujarat,Surat,Adajan,3921,5,26,afternoon,0.66,0.71,0.42,0.603,112.03,5.2,0.3,0.628
Gujarat,Surat,Adajan,4043,7,14,evening,0.66,0.71,0.42,0.603,82.51,2.0,0.6,0.584
Gujarat,Surat,Adajan,9350,10,30,night,0.66,0.71,0.42,0.603,133.57,3.0,0.7,0.608
Gujarat,Surat,Adajan,9550,6,30,evening,0.66,0.71,0.42,0.603,227.38,5.0,0.6,0.643
Gujarat,Surat,Adajan,4481,4,28,evening,0.66,0.71,0.42,0.603,160.04,7.0,0.6,0.643
Gujarat,Surat,Adajan,6284,7,31,night,0.66,0.71,0.42,0.603,128.24,4.43,0.7,0.637
Gujarat,Surat,Adajan,8346,6,22,morning,0.66,0.71,0.42,0.603,198.71,3.67,0.2,0.597
Gujarat,Surat,Adajan,5008,9,30,afternoon,0.66,0.71,0.42,0.603,79.49,3.33,0.3,0.595
Gujarat,Surat,Adajan,3450,11,33,morning,0.66,0.71,0.42,0.603,44.81,3.0,0.2,0.583
Gujarat,Surat,Adajan,9114,6,8,afternoon,0.66,0.71,0.42,0.603,217.0,1.33,0.3,0.555
Gujarat,Surat,Adajan,5335,8,12,afternoon,0.66,0.71,0.42,0.603,95.27,1.5,0.3,0.558
Gujarat,Surat,Adajan,5893,4,34,night,0.66,0.71,0.42,0.603,210.46,8.5,0.7,0.648
Gujarat,Surat,Adajan,7943,10,29,morning,0.66,0.71,0.42,0.603,113.47,2.9,0.2,0.581
Gujarat,Surat,Adajan,9195,9,31,afternoon,0.66,0.71,0.42,0.603,145.95,3.44,0.3,0.597
Gujarat,Surat,Adajan,3638,12,12,afternoon,0.66,0.71,0.42,0.603,43.31,1.0,0.3,0.548
Gujarat,Surat,Adajan,6656,10,31,night,0.66,0.71,0.42,0.603,95.09,3.1,0.7,0.61
Gujarat,Surat,Adajan,5146,9,12,evening,0.66,0.71,0.42,0.603,81.68,1.33,0.6,0.57
Gujarat,Surat,Adajan,8380,10,25,afternoon,0.66,0.71,0.42,0.603,119.71,2.5,0.3,0.579
Gujarat,Surat,Adajan,6962,11,27,evening,0.66,0.71,0.42,0.603,90.42,2.45,0.6,0.593
Gujarat,Surat,Adajan,7067,12,21,afternoon,0.66,0.71,0.42,0.603,84.13,1.75,0.3,0.564
Gujarat,Surat,Adajan,9795,6,33,night,0.66,0.71,0.42,0.603,233.21,5.5,0.7,0.648
Gujarat,Surat,Adajan,5745,4,23,night,0.66,0.71,0.42,0.603,205.18,5.75,0.7,0.648
Gujarat,Surat,Adajan,9201,12,19,afternoon,0.66,0.71,0.42,0.603,109.54,1.58,0.3,0.56
Gujarat,Surat,Adajan,3452,10,25,night,0.66,0.71,0.42,0.603,49.31,2.5,0.7,0.599
Gujarat,Surat,Adajan,5532,12,29,afternoon,0.66,0.71,0.42,0.603,65.86,2.42,0.3,0.577
Gujarat,Surat,Adajan,7069,10,23,afternoon,0.66,0.71,0.42,0.603,100.99,2.3,0.3,0.575
Gujarat,Surat,Adajan,6461,4,12,afternoon,0.66,0.71,0.42,0.603,230.75,3.0,0.3,0.588
Gujarat,Surat,Adajan,9124,5,20,afternoon,0.66,0.71,0.42,0.603,260.69,4.0,0.3,0.608
Gujarat,Surat,Adajan,7412,6,33,afternoon,0.66,0.71,0.42,0.603,176.48,5.5,0.3,0.628
Gujarat,Surat,Adajan,4234,12,21,afternoon,0.66,0.71,0.42,0.603,50.4,1.75,0.3,0.564
Gujarat,Surat,Adajan,9579,11,15,night,0.66,0.71,0.42,0.603,124.4,1.36,0.7,0.576
Gujarat,Surat,Adajan,8956,5,24,afternoon,0.66,0.71,0.42,0.603,255.89,4.8,0.3,0.624
Gujarat,Surat,Adajan,6106,12,16,afternoon,0.66,0.71,0.42,0.603,72.69,1.33,0.3,0.555
Gujarat,Surat,Adajan,8834,5,22,afternoon,0.66,0.71,0.42,0.603,252.4,4.4,0.3,0.616
Gujarat,Surat,Adajan,7110,8,26,morning,0.66,0.71,0.42,0.603,126.96,3.25,0.2,0.589
Gujarat,Surat,Adajan,6933,5,22,evening,0.66,0.71,0.42,0.603,198.09,4.4,0.6,0.631
Gujarat,Surat,Adajan,6999,5,23,morning,0.66,0.71,0.42,0.603,199.97,4.6,0.2,0.615
Gujarat,Surat,Adajan,8489,10,18,afternoon,0.66,0.71,0.42,0.603,121.27,1.8,0.3,0.565
Gujarat,Surat,Adajan,6073,6,24,evening,0.66,0.71,0.42,0.603,144.6,4.0,0.6,0.623
Gujarat,Surat,Adajan,5983,10,21,afternoon,0.66,0.71,0.42,0.603,85.47,2.1,0.3,0.571
Gujarat,Surat,Adajan,4202,7,32,night,0.66,0.71,0.42,0.603,85.76,4.57,0.7,0.64
Gujarat,Surat,Adajan,5766,5,8,morning,0.66,0.71,0.42,0.603,164.74,1.6,0.2,0.555
Gujarat,Surat,Adajan,7713,5,20,afternoon,0.66,0.71,0.42,0.603,220.37,4.0,0.3,0.608
Gujarat,Surat,Adajan,8211,10,13,morning,0.66,0.71,0.42,0.603,117.3,1.3,0.2,0.549
Gujarat,Surat,Adajan,4155,5,9,night,0.66,0.71,0.42,0.603,118.71,1.8,0.7,0.585
Gujarat,Surat,Adajan,9357,11,30,afternoon,0.66,0.71,0.42,0.603,121.52,2.73,0.3,0.583
Gujarat,Surat,Adajan,5923,12,25,evening,0.66,0.71,0.42,0.603,70.51,2.08,0.6,0.585
Gujarat,Surat,Adajan,8971,6,25,afternoon,0.66,0.71,0.42,0.603,213.6,4.17,0.3,0.612
Gujarat,Surat,Adajan,3349,8,25,morning,0.66,0.71,0.42,0.603,59.8,3.12,0.2,0.586
Gujarat,Surat,Adajan,5445,5,18,evening,0.66,0.71,0.42,0.603,155.57,3.6,0.6,0.615
Gujarat,Surat,Adajan,4532,7,30,afternoon,0.66,0.71,0.42,0.603,92.49,4.29,0.3,0.614
Gujarat,Surat,Adajan,6889,8,10,afternoon,0.66,0.71,0.42,0.603,123.02,1.25,0.3,0.553
Gujarat,Surat,Adajan,6299,8,13,afternoon,0.66,0.71,0.42,0.603,112.48,1.62,0.3,0.561
Gujarat,Surat,Adajan,9220,8,22,night,0.66,0.71,0.42,0.603,164.64,2.75,0.7,0.604
Gujarat,Surat,Adajan,9602,5,16,morning,0.66,0.71,0.42,0.603,274.34,3.2,0.2,0.587
Gujarat,Surat,Adajan,8948,10,34,evening,0.66,0.71,0.42,0.603,127.83,3.4,0.6,0.611
Gujarat,Surat,Adajan,4649,6,21,morning,0.66,0.71,0.42,0.603,110.69,3.5,0.2,0.593
Gujarat,Surat,Adajan,5748,10,15,evening,0.66,0.71,0.42,0.603,82.11,1.5,0.6,0.574
Gujarat,Surat,Adajan,3324,9,16,morning,0.66,0.71,0.42,0.603,52.76,1.78,0.2,0.559
Gujarat,Surat,Adajan,9063,5,28,evening,0.66,0.71,0.42,0.603,258.94,5.6,0.6,0.643
Gujarat,Surat,Adajan,8614,11,23,morning,0.66,0.71,0.42,0.603,111.87,2.09,0.2,0.565
Gujarat,Surat,Adajan,5520,11,8,evening,0.66,0.71,0.42,0.603,71.69,0.73,0.6,0.558
Gujarat,Surat,Adajan,6354,9,15,morning,0.66,0.71,0.42,0.603,100.86,1.67,0.2,0.557
Gujarat,Surat,Adajan,6475,7,15,morning,0.66,0.71,0.42,0.603,132.14,2.14,0.2,0.566
Gujarat,Surat,Adajan,9443,11,20,night,0.66,0.71,0.42,0.603,122.64,1.82,0.7,0.585
Gujarat,Surat,Adajan,9231,8,22,evening,0.66,0.71,0.42,0.603,164.84,2.75,0.6,0.599
Gujarat,Surat,Adajan,3238,12,26,night,0.66,0.71,0.42,0.603,38.55,2.17,0.7,0.592
Gujarat,Surat,Adajan,6339,10,33,evening,0.66,0.71,0.42,0.603,90.56,3.3,0.6,0.609
Gujarat,Surat,Adajan,5999,6,13,night,0.66,0.71,0.42,0.603,142.83,2.17,0.7,0.592
Gujarat,Surat,Adajan,8719,5,11,afternoon,0.66,0.71,0.42,0.603,249.11,2.2,0.3,0.573
Gujarat,Surat,Adajan,6014,4,24,afternoon,0.66,0.71,0.42,0.603,214.79,6.0,0.3,0.628
Gujarat,Surat,Adajan,7510,6,10,night,0.66,0.71,0.42,0.603,178.81,1.67,0.7,0.582
Gujarat,Surat,Adajan,6202,9,17,morning,0.66,0.71,0.42,0.603,98.44,1.89,0.2,0.561
Gujarat,Surat,Adajan,3465,8,26,evening,0.66,0.71,0.42,0.603,61.88,3.25,0.6,0.609
Gujarat,Surat,Adajan,7875,4,30,afternoon,0.66,0.71,0.42,0.603,281.25,7.5,0.3,0.628
Gujarat,Surat,Adajan,7693,10,27,evening,0.66,0.71,0.42,0.603,109.9,2.7,0.6,0.598
Gujarat,Surat,Adajan,7121,5,28,evening,0.66,0.71,0.42,0.603,203.46,5.6,0.6,0.643
Gujarat,Surat,Vesu,3991,4,31,night,0.6,0.7,0.34,0.552,142.54,7.75,0.7,0.605
Gujarat,Surat,Vesu,7584,11,16,morning,0.6,0.7,0.34,0.552,98.49,1.45,0.2,0.509
Gujarat,Surat,Vesu,8705,10,18,afternoon,0.6,0.7,0.34,0.552,124.36,1.8,0.3,0.521
Gujarat,Surat,Vesu,6364,10,35,night,0.6,0.7,0.34,0.552,90.91,3.5,0.7,0.575
Gujarat,Surat,Vesu,5628,10,18,evening,0.6,0.7,0.34,0.552,80.4,1.8,0.6,0.536
Gujarat,Surat,Vesu,7761,10,15,morning,0.6,0.7,0.34,0.552,110.87,1.5,0.2,0.51
Gujarat,Surat,Vesu,5224,11,10,afternoon,0.6,0.7,0.34,0.552,67.84,0.91,0.3,0.503
Gujarat,Surat,Vesu,8811,11,10,evening,0.6,0.7,0.34,0.552,114.43,0.91,0.6,0.518
Gujarat,Surat,Vesu,3213,10,31,evening,0.6,0.7,0.34,0.552,45.9,3.1,0.6,0.562
Gujarat,Surat,Vesu,8899,12,9,evening,0.6,0.7,0.34,0.552,105.94,0.75,0.6,0.515
Gujarat,Surat,Vesu,7121,10,24,afternoon,0.6,0.7,0.34,0.552,101.73,2.4,0.3,0.533
Gujarat,Surat,Vesu,7945,12,31,morning,0.6,0.7,0.34,0.552,94.58,2.58,0.2,0.532
Gujarat,Surat,Vesu,7673,6,21,night,0.6,0.7,0.34,0.552,182.69,3.5,0.7,0.575
Gujarat,Surat,Vesu,8981,6,12,morning,0.6,0.7,0.34,0.552,213.83,2.0,0.2,0.52
Gujarat,Surat,Vesu,7703,4,24,night,0.6,0.7,0.34,0.552,275.11,6.0,0.7,0.605
Gujarat,Surat,Vesu,8624,7,19,morning,0.6,0.7,0.34,0.552,176.0,2.71,0.2,0.534
Gujarat,Surat,Vesu,3058,10,31,afternoon,0.6,0.7,0.34,0.552,43.69,3.1,0.3,0.547
Gujarat,Surat,Vesu,5091,8,17,night,0.6,0.7,0.34,0.552,90.91,2.12,0.7,0.547
Gujarat,Surat,Vesu,8248,10,25,afternoon,0.6,0.7,0.34,0.552,117.83,2.5,0.3,0.535
Gujarat,Surat,Vesu,4363,6,32,evening,0.6,0.7,0.34,0.552,103.88,5.33,0.6,0.6
Gujarat,Surat,Vesu,3519,8,24,morning,0.6,0.7,0.34,0.552,62.84,3.0,0.2,0.54
Gujarat,Surat,Vesu,7966,11,15,morning,0.6,0.7,0.34,0.552,103.45,1.36,0.2,0.507
Gujarat,Surat,Vesu,4954,7,20,night,0.6,0.7,0.34,0.552,101.1,2.86,0.7,0.562
Gujarat,Surat,Vesu,4320,8,33,evening,0.6,0.7,0.34,0.552,77.14,4.12,0.6,0.582
Gujarat,Surat,Vesu,9098,4,12,morning,0.6,0.7,0.34,0.552,324.93,3.0,0.2,0.54
Gujarat,Surat,Vesu,5122,6,30,evening,0.6,0.7,0.34,0.552,121.95,5.0,0.6,0.6
Gujarat,Surat,Vesu,7104,7,24,evening,0.6,0.7,0.34,0.552,144.98,3.43,0.6,0.569
Gujarat,Surat,Vesu,3538,8,16,evening,0.6,0.7,0.34,0.552,63.18,2.0,0.6,0.54
Gujarat,Surat,Vesu,3019,11,11,night,0.6,0.7,0.34,0.552,39.21,1.0,0.7,0.525
Gujarat,Surat,Vesu,3940,10,10,evening,0.6,0.7,0.34,0.552,56.29,1.0,0.6,0.52
Gujarat,Surat,Vesu,8748,8,29,evening,0.6,0.7,0.34,0.552,156.21,3.62,0.6,0.572
Gujarat,Surat,Vesu,9880,11,30,night,0.6,0.7,0.34,0.552,128.31,2.73,0.7,0.56
Gujarat,Surat,Vesu,8574,6,16,evening,0.6,0.7,0.34,0.552,204.14,2.67,0.6,0.553
Gujarat,Surat,Vesu,5894,12,24,morning,0.6,0.7,0.34,0.552,70.17,2.0,0.2,0.52
Gujarat,Surat,Vesu,3796,10,33,afternoon,0.6,0.7,0.34,0.552,54.23,3.3,0.3,0.551
Gujarat,Surat,Vesu,6591,7,18,morning,0.6,0.7,0.34,0.552,134.51,2.57,0.2,0.531
Gujarat,Surat,Vesu,9525,6,22,evening,0.6,0.7,0.34,0.552,226.79,3.67,0.6,0.573
Gujarat,Surat,Vesu,8227,10,23,night,0.6,0.7,0.34,0.552,117.53,2.3,0.7,0.551
Gujarat,Surat,Vesu,9165,8,10,night,0.6,0.7,0.34,0.552,163.66,1.25,0.7,0.53
Gujarat,Surat,Vesu,3913,9,26,evening,0.6,0.7,0.34,0.552,62.11,2.89,0.6,0.558
Gujarat,Surat,Vesu,9893,9,35,morning,0.6,0.7,0.34,0.552,157.03,3.89,0.2,0.558
Gujarat,Surat,Vesu,9767,10,26,afternoon,0.6,0.7,0.34,0.552,139.53,2.6,0.3,0.537
Gujarat,Surat,Vesu,8723,12,33,morning,0.6,0.7,0.34,0.552,103.85,2.75,0.2,0.535
Gujarat,Surat,Vesu,6407,6,9,morning,0.6,0.7,0.34,0.552,152.55,1.5,0.2,0.51
Gujarat,Surat,Vesu,3994,7,13,morning,0.6,0.7,0.34,0.552,81.51,1.86,0.2,0.517
Gujarat,Surat,Vesu,6017,12,32,morning,0.6,0.7,0.34,0.552,71.63,2.67,0.2,0.533
Gujarat,Surat,Vesu,6202,7,9,evening,0.6,0.7,0.34,0.552,126.57,1.29,0.6,0.526
Gujarat,Surat,Vesu,3551,5,34,morning,0.6,0.7,0.34,0.552,101.46,6.8,0.2,0.58
Gujarat,Surat,Vesu,6512,5,33,afternoon,0.6,0.7,0.34,0.552,186.06,6.6,0.3,0.585
Gujarat,Surat,Vesu,4996,11,20,evening,0.6,0.7,0.34,0.552,64.88,1.82,0.6,0.536
Gujarat,Surat,Vesu,7787,4,28,morning,0.6,0.7,0.34,0.552,278.11,7.0,0.2,0.58
Gujarat,Surat,Vesu,7793,11,19,night,0.6,0.7,0.34,0.552,101.21,1.73,0.7,0.54
Gujarat,Surat,Vesu,8538,9,31,night,0.6,0.7,0.34,0.552,135.52,3.44,0.7,0.574
Gujarat,Surat,Vesu,9102,4,26,afternoon,0.6,0.7,0.34,0.552,325.07,6.5,0.3,0.585
Gujarat,Surat,Vesu,8145,9,24,morning,0.6,0.7,0.34,0.552,129.29,2.67,0.2,0.533
Gujarat,Surat,Vesu,4749,5,28,evening,0.6,0.7,0.34,0.552,135.69,5.6,0.6,0.6
Gujarat,Surat,Vesu,9778,8,19,night,0.6,0.7,0.34,0.552,174.61,2.38,0.7,0.553
Gujarat,Surat,Vesu,9668,8,18,afternoon,0.6,0.7,0.34,0.552,172.64,2.25,0.3,0.53
Gujarat,Surat,Vesu,9703,4,30,evening,0.6,0.7,0.34,0.552,346.54,7.5,0.6,0.6
Gujarat,Surat,Vesu,6944,6,24,night,0.6,0.7,0.34,0.552,165.33,4.0,0.7,0.585
Gujarat,Surat,Vesu,7401,4,13,morning,0.6,0.7,0.34,0.552,264.32,3.25,0.2,0.545
Gujarat,Surat,Vesu,7253,5,22,morning,0.6,0.7,0.34,0.552,207.23,4.4,0.2,0.568
Gujarat,Surat,Vesu,9117,8,27,morning,0.6,0.7,0.34,0.552,162.8,3.38,0.2,0.548
Gujarat,Surat,Vesu,9649,8,11,afternoon,0.6,0.7,0.34,0.552,172.3,1.38,0.3,0.513
Gujarat,Surat,Vesu,7473,10,27,night,0.6,0.7,0.34,0.552,106.76,2.7,0.7,0.559
Gujarat,Surat,Vesu,9535,4,26,night,0.6,0.7,0.34,0.552,340.54,6.5,0.7,0.605
Gujarat,Surat,Vesu,7789,4,16,night,0.6,0.7,0.34,0.552,278.18,4.0,0.7,0.585
Gujarat,Surat,Vesu,8864,4,30,morning,0.6,0.7,0.34,0.552,316.57,7.5,0.2,0.58
Gujarat,Surat,Vesu,4286,6,9,evening,0.6,0.7,0.34,0.552,102.05,1.5,0.6,0.53
Gujarat,Surat,Vesu,9022,9,9,night,0.6,0.7,0.34,0.552,143.21,1.0,0.7,0.525
Gujarat,Surat,Vesu,5516,4,21,afternoon,0.6,0.7,0.34,0.552,197.0,5.25,0.3,0.585
Gujarat,Surat,Vesu,7481,12,28,evening,0.6,0.7,0.34,0.552,89.06,2.33,0.6,0.547
Gujarat,Surat,Vesu,3357,5,31,morning,0.6,0.7,0.34,0.552,95.91,6.2,0.2,0.58
Gujarat,Surat,Vesu,7784,4,29,evening,0.6,0.7,0.34,0.552,278.0,7.25,0.6,0.6
Gujarat,Surat,Vesu,8960,8,26,afternoon,0.6,0.7,0.34,0.552,160.0,3.25,0.3,0.55
Gujarat,Surat,Vesu,8350,8,13,afternoon,0.6,0.7,0.34,0.552,149.11,1.62,0.3,0.517
Gujarat,Surat,Vesu,6556,7,8,night,0.6,0.7,0.34,0.552,133.8,1.14,0.7,0.528
Gujarat,Surat,Vesu,9095,7,17,evening,0.6,0.7,0.34,0.552,185.61,2.43,0.6,0.549
Gujarat,Surat,Vesu,3042,8,35,evening,0.6,0.7,0.34,0.552,54.32,4.38,0.6,0.588
Gujarat,Surat,Vesu,6599,6,26,afternoon,0.6,0.7,0.34,0.552,157.12,4.33,0.3,0.572
Gujarat,Surat,Varachha,5856,11,16,night,0.64,0.73,0.46,0.613,76.05,1.45,0.7,0.586
Gujarat,Surat,Varachha,7324,8,23,evening,0.64,0.73,0.46,0.613,130.79,2.88,0.6,0.609
Gujarat,Surat,Varachha,4133,6,34,night,0.64,0.73,0.46,0.613,98.4,5.67,0.7,0.656
Gujarat,Surat,Varachha,3189,12,9,afternoon,0.64,0.73,0.46,0.613,37.96,0.75,0.3,0.551
Gujarat,Surat,Varachha,9291,6,24,morning,0.64,0.73,0.46,0.613,221.21,4.0,0.2,0.611
Gujarat,Surat,Varachha,7719,4,31,morning,0.64,0.73,0.46,0.613,275.68,7.75,0.2,0.631
Gujarat,Surat,Varachha,4013,10,26,morning,0.64,0.73,0.46,0.613,57.33,2.6,0.2,0.584
Gujarat,Surat,Varachha,8897,11,21,afternoon,0.64,0.73,0.46,0.613,115.55,1.91,0.3,0.575
Gujarat,Surat,Varachha,5638,5,25,evening,0.64,0.73,0.46,0.613,161.09,5.0,0.6,0.651
Gujarat,Surat,Varachha,5562,10,16,afternoon,0.64,0.73,0.46,0.613,79.46,1.6,0.3,0.569
Gujarat,Surat,Varachha,4362,4,23,morning,0.64,0.73,0.46,0.613,155.79,5.75,0.2,0.631
Gujarat,Surat,Varachha,6725,10,9,afternoon,0.64,0.73,0.46,0.613,96.07,0.9,0.3,0.554
Gujarat,Surat,Varachha,5643,4,28,morning,0.64,0.73,0.46,0.613,201.54,7.0,0.2,0.631
Gujarat,Surat,Varachha,5096,11,21,evening,0.64,0.73,0.46,0.613,66.18,1.91,0.6,0.59
Gujarat,Surat,Varachha,7402,4,9,evening,0.64,0.73,0.46,0.613,264.36,2.25,0.6,0.597
Gujarat,Surat,Varachha,4944,7,30,evening,0.64,0.73,0.46,0.613,100.9,4.29,0.6,0.637
Gujarat,Surat,Varachha,4769,6,21,morning,0.64,0.73,0.46,0.613,113.55,3.5,0.2,0.601
Gujarat,Surat,Varachha,6479,9,32,morning,0.64,0.73,0.46,0.613,102.84,3.56,0.2,0.603
Gujarat,Surat,Varachha,4264,12,17,evening,0.64,0.73,0.46,0.613,50.76,1.42,0.6,0.58
Gujarat,Surat,Varachha,3493,5,21,morning,0.64,0.73,0.46,0.613,99.8,4.2,0.2,0.615
Gujarat,Surat,Varachha,7039,11,29,afternoon,0.64,0.73,0.46,0.613,91.42,2.64,0.3,0.589
Gujarat,Surat,Varachha,8551,4,22,morning,0.64,0.73,0.46,0.613,305.39,5.5,0.2,0.631
Gujarat,Surat,Varachha,5422,7,24,morning,0.64,0.73,0.46,0.613,110.65,3.43,0.2,0.6
Gujarat,Surat,Varachha,7609,6,14,afternoon,0.64,0.73,0.46,0.613,181.17,2.33,0.3,0.583
Gujarat,Surat,Varachha,7670,4,22,morning,0.64,0.73,0.46,0.613,273.93,5.5,0.2,0.631
Gujarat,Surat,Varachha,8037,11,9,afternoon,0.64,0.73,0.46,0.613,104.38,0.82,0.3,0.553
Gujarat,Surat,Varachha,4770,9,14,morning,0.64,0.73,0.46,0.613,75.71,1.56,0.2,0.563
Gujarat,Surat,Varachha,7884,8,15,night,0.64,0.73,0.46,0.613,140.79,1.88,0.7,0.594
Gujarat,Surat,Varachha,5413,6,20,morning,0.64,0.73,0.46,0.613,128.88,3.33,0.2,0.598
Gujarat,Surat,Varachha,6190,8,19,afternoon,0.64,0.73,0.46,0.613,110.54,2.38,0.3,0.584
Gujarat,Surat,Varachha,5686,6,11,night,0.64,0.73,0.46,0.613,135.38,1.83,0.7,0.593
Gujarat,Surat,Varachha,8664,12,25,evening,0.64,0.73,0.46,0.613,103.14,2.08,0.6,0.593
Gujarat,Surat,Varachha,6943,4,33,evening,0.64,0.73,0.46,0.613,247.96,8.25,0.6,0.651
Gujarat,Surat,Varachha,5564,11,31,evening,0.64,0.73,0.46,0.613,72.26,2.82,0.6,0.608
Gujarat,Surat,Varachha,5061,5,28,afternoon,0.64,0.73,0.46,0.613,144.6,5.6,0.3,0.636
Gujarat,Surat,Varachha,3718,11,25,morning,0.64,0.73,0.46,0.613,48.29,2.27,0.2,0.577
Gujarat,Surat,Varachha,6777,4,16,afternoon,0.64,0.73,0.46,0.613,242.04,4.0,0.3,0.616
Gujarat,Surat,Varachha,4938,5,31,afternoon,0.64,0.73,0.46,0.613,141.09,6.2,0.3,0.636
